bus_id,tiempo,parada,ocupacion,pasajeros_a_bordo
88,52832.0,Parada 1 (HUALQUI (SANTA JOSEFINA)),32.0,16
88,54071.02700178293,Parada 2 (Intermedia),80.0,40
88,55163.771001413596,Parada 3 (Intermedia),100.0,50
88,56316.85667543532,Parada 4 (SAN VICENTE),0.0,0
89,53440.0,Parada 1 (HUALQUI (SANTA JOSEFINA)),40.0,20
89,54261.803028826325,Parada 2 (Intermedia),48.0,24
89,55477.64205947229,Parada 3 (Intermedia),76.0,38
89,56493.77343982309,Parada 4 (SAN VICENTE),0.0,0
90,54026.0,Parada 1 (HUALQUI (SANTA JOSEFINA)),26.0,13
90,55064.02964862256,Parada 2 (Intermedia),56.00000000000001,28
90,56208.44514359807,Parada 3 (Intermedia),90.0,45
90,57368.55876982077,Parada 4 (SAN VICENTE),0.0,0
91,54632.0,Parada 1 (HUALQUI (SANTA JOSEFINA)),32.0,16
91,55749.18712787629,Parada 2 (Intermedia),52.0,26
91,56598.315499480064,Parada 3 (Intermedia),66.0,33
91,57769.41374262762,Parada 4 (SAN VICENTE),0.0,0
92,55230.0,Parada 1 (HUALQUI (SANTA JOSEFINA)),30.0,15
92,56294.64616226045,Parada 2 (Intermedia),52.0,26
92,57243.35989956931,Parada 3 (Intermedia),82.0,41
92,58477.53138065949,Parada 4 (SAN VICENTE),0.0,0
93,55846.0,Parada 1 (HUALQUI (SANTA JOSEFINA)),46.0,23
93,56877.7772286672,Parada 2 (Intermedia),70.0,35
93,57854.597603511895,Parada 3 (Intermedia),100.0,50
93,58785.39725028749,Parada 4 (SAN VICENTE),0.0,0
94,56426.0,Parada 1 (HUALQUI (SANTA JOSEFINA)),26.0,13
94,57574.4339984098,Parada 2 (Intermedia),52.0,26
94,58592.284141373915,Parada 3 (Intermedia),66.0,33
94,59506.851594465246,Parada 4 (SAN VICENTE),0.0,0
95,57044.0,Parada 1 (HUALQUI (SANTA JOSEFINA)),44.0,22
95,57991.42072051272,Parada 2 (Intermedia),60.0,30
95,58852.392294672725,Parada 3 (Intermedia),74.0,37
95,60064.831651319815,Parada 4 (SAN VICENTE),0.0,0
96,57642.0,Parada 1 (HUALQUI (SANTA JOSEFINA)),42.0,21
96,58460.21437124053,Parada 2 (Intermedia),60.0,30
96,59282.377647865,Parada 3 (Intermedia),78.0,39
96,60440.117943589714,Parada 4 (SAN VICENTE),0.0,0
97,58250.0,Parada 1 (HUALQUI (SANTA JOSEFINA)),50.0,25
97,59194.17394218857,Parada 2 (Intermedia),86.0,43
97,60207.874254986986,Parada 3 (Intermedia),100.0,50
97,61396.627971220856,Parada 4 (SAN VICENTE),0.0,0
98,58834.0,Parada 1 (HUALQUI (SANTA JOSEFINA)),34.0,17
98,59961.37830242669,Parada 2 (Intermedia),56.00000000000001,28
98,61013.978720331426,Parada 3 (Intermedia),100.0,50
98,62259.103017476664,Parada 4 (SAN VICENTE),0.0,0
99,59430.0,Parada 1 (HUALQUI (SANTA JOSEFINA)),30.0,15
99,60496.641673962666,Parada 2 (Intermedia),42.0,21
99,61385.060484549045,Parada 3 (Intermedia),66.0,33
99,62506.97489980029,Parada 4 (SAN VICENTE),0.0,0
100,60040.0,Parada 1 (HUALQUI (SANTA JOSEFINA)),40.0,20
100,61054.04451326974,Parada 2 (Intermedia),64.0,32
100,62281.468842769376,Parada 3 (Intermedia),100.0,50
100,63395.17192095514,Parada 4 (SAN VICENTE),0.0,0
101,60656.0,Parada 1 (HUALQUI (SANTA JOSEFINA)),56.00000000000001,28
101,61670.29645972831,Parada 2 (Intermedia),86.0,43
101,62818.97856223161,Parada 3 (Intermedia),94.0,47
101,63861.11127803342,Parada 4 (SAN VICENTE),0.0,0
102,61236.0,Parada 1 (HUALQUI (SANTA JOSEFINA)),36.0,18
102,62333.532197308115,Parada 2 (Intermedia),57.99999999999999,29
102,63266.51741267995,Parada 3 (Intermedia),78.0,39
102,64215.386831173426,Parada 4 (SAN VICENTE),0.0,0
103,61832.0,Parada 1 (HUALQUI (SANTA JOSEFINA)),32.0,16
103,63027.61172742828,Parada 2 (Intermedia),62.0,31
103,64010.27584539626,Parada 3 (Intermedia),96.0,48
103,65027.51343870196,Parada 4 (SAN VICENTE),0.0,0
104,62440.0,Parada 1 (HUALQUI (SANTA JOSEFINA)),40.0,20
104,63440.35141172573,Parada 2 (Intermedia),60.0,30
104,64619.55736071181,Parada 3 (Intermedia),92.0,46
104,65568.49316562548,Parada 4 (SAN VICENTE),0.0,0
105,63044.0,Parada 1 (HUALQUI (SANTA JOSEFINA)),44.0,22
105,64082.9877010442,Parada 2 (Intermedia),56.00000000000001,28
105,64979.814111309825,Parada 3 (Intermedia),68.0,34
