bus_id,parada,tiempo_atraso,costo_multa
177,Parada 4 (SAN VICENTE),155.40032770971447,1000
178,Parada 2 (Intermedia),106.13815037684981,1000
178,Parada 3 (Intermedia),206.71404692324722,1000
178,Parada 4 (SAN VICENTE),125.14667465248203,1000
179,Parada 3 (Intermedia),72.30268627707846,1000
180,Parada 2 (Intermedia),191.3933245844819,1000
180,Parada 3 (Intermedia),207.32639059489884,1000
180,Parada 4 (SAN VICENTE),193.29450562618877,1000
181,Parada 3 (Intermedia),31.93444677336811,1000
181,Parada 4 (SAN VICENTE),180.0937865648957,1000
182,Parada 2 (Intermedia),107.6818539279484,1000
184,Parada 2 (Intermedia),54.5861654382752,1000
184,Parada 3 (Intermedia),134.62676321366598,1000
185,Parada 2 (Intermedia),199.89078935554426,1000
185,Parada 3 (Intermedia),380.867356894516,1000
185,Parada 4 (SAN VICENTE),364.2602449334663,1000
186,Parada 3 (Intermedia),107.5181043501434,1000
186,Parada 4 (SAN VICENTE),255.7035621220857,1000
187,Parada 3 (Intermedia),44.295143346942496,1000
188,Parada 2 (Intermedia),65.82728091679746,1000
188,Parada 3 (Intermedia),263.17761675110523,1000
188,Parada 4 (SAN VICENTE),69.34089337557816,1000
189,Parada 2 (Intermedia),90.70966627621965,1000
190,Parada 2 (Intermedia),17.122081741727015,1000
190,Parada 3 (Intermedia),84.72622936341213,1000
190,Parada 4 (SAN VICENTE),7.6802264143989305,1000
192,Parada 2 (Intermedia),118.35995885417651,1000
192,Parada 3 (Intermedia),176.082175354044,1000
192,Parada 4 (SAN VICENTE),265.09851932770835,1000
193,Parada 2 (Intermedia),196.53293082846358,1000
193,Parada 3 (Intermedia),305.90126468328526,1000
193,Parada 4 (SAN VICENTE),187.35639891148458,1000
194,Parada 2 (Intermedia),218.92037288448773,1000
194,Parada 3 (Intermedia),346.32100907050335,1000
194,Parada 4 (SAN VICENTE),362.07653823574947,1000
195,Parada 2 (Intermedia),16.207353303892887,1000
195,Parada 3 (Intermedia),9.655659506490338,1000
195,Parada 4 (SAN VICENTE),76.64945256224746,1000
196,Parada 2 (Intermedia),89.69574984423525,1000
196,Parada 3 (Intermedia),59.163854479265865,1000
197,Parada 2 (Intermedia),125.01416547601548,1000
197,Parada 3 (Intermedia),314.59301287651033,1000
197,Parada 4 (SAN VICENTE),488.2047403047909,1000
201,Parada 2 (Intermedia),131.25854789214645,1000
201,Parada 3 (Intermedia),297.8858030406627,1000
201,Parada 4 (SAN VICENTE),366.3938487788546,1000
202,Parada 2 (Intermedia),195.66430884732836,1000
202,Parada 3 (Intermedia),102.70796519533906,1000
202,Parada 4 (SAN VICENTE),196.76859207759117,1000
203,Parada 2 (Intermedia),40.36337704381731,1000
203,Parada 3 (Intermedia),112.06645522957842,1000
203,Parada 4 (SAN VICENTE),215.28038602754532,1000
204,Parada 4 (SAN VICENTE),62.68298543549463,1000
205,Parada 2 (Intermedia),142.05528375309223,1000
205,Parada 3 (Intermedia),200.6275554782551,1000
205,Parada 4 (SAN VICENTE),357.65313119554776,1000
207,Parada 3 (Intermedia),37.63177097989683,1000
207,Parada 4 (SAN VICENTE),239.81299518873857,1000
208,Parada 2 (Intermedia),175.45526820026862,1000
208,Parada 3 (Intermedia),78.96920053772192,1000
208,Parada 4 (SAN VICENTE),152.59574557607993,1000
209,Parada 3 (Intermedia),81.49688135599717,1000
209,Parada 4 (SAN VICENTE),239.22253113264742,1000
211,Parada 2 (Intermedia),21.38561702674633,1000
211,Parada 3 (Intermedia),111.1137454677446,1000
211,Parada 4 (SAN VICENTE),42.74439035201067,1000
212,Parada 2 (Intermedia),204.02587334046257,1000
212,Parada 3 (Intermedia),79.34666102033952,1000
212,Parada 4 (SAN VICENTE),52.58474910507357,1000
213,Parada 2 (Intermedia),210.16524067717546,1000
213,Parada 3 (Intermedia),335.56268273440946,1000
213,Parada 4 (SAN VICENTE),479.68047134542576,1000
214,Parada 2 (Intermedia),139.5705755275194,1000
214,Parada 3 (Intermedia),218.04944145395712,1000
214,Parada 4 (SAN VICENTE),241.55803545012895,1000
215,Parada 4 (SAN VICENTE),231.56973152297724,1000
217,Parada 3 (Intermedia),29.490912461624248,1000
218,Parada 3 (Intermedia),108.84329375201196,1000
218,Parada 4 (SAN VICENTE),171.31556412131613,1000
219,Parada 2 (Intermedia),129.9420783142341,1000
219,Parada 3 (Intermedia),237.11150635907688,1000
219,Parada 4 (SAN VICENTE),374.7666475418955,1000
220,Parada 2 (Intermedia),197.0974456995391,1000
220,Parada 3 (Intermedia),372.07727877354773,1000
220,Parada 4 (SAN VICENTE),464.8487583710594,1000
221,Parada 2 (Intermedia),39.31801136309514,1000
222,Parada 4 (SAN VICENTE),39.41690828700666,1000
223,Parada 2 (Intermedia),110.99027571847546,1000
223,Parada 3 (Intermedia),62.876518676443084,1000
223,Parada 4 (SAN VICENTE),160.7268180419196,1000
225,Parada 2 (Intermedia),45.44698956623324,1000
225,Parada 3 (Intermedia),209.78824488262035,1000
225,Parada 4 (SAN VICENTE),280.36168972183077,1000
226,Parada 2 (Intermedia),48.383450676628854,1000
226,Parada 3 (Intermedia),162.58727363085927,1000
226,Parada 4 (SAN VICENTE),211.93856248680095,1000
228,Parada 3 (Intermedia),103.97278366275714,1000
228,Parada 4 (SAN VICENTE),258.83550213548006,1000
229,Parada 2 (Intermedia),16.318456994798908,1000
230,Parada 2 (Intermedia),15.2729082806909,1000
